END_REASON_ID,END_REASON_DESCRIPTION,END_REASON_DESCRIPTION CLEAR
5,Гэр хан-уул дүүрэгт нүүсэн тул шилжсэн,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Гэр хол,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Гэр хол байсан,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Гэр хол учраас,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Гэр шилжсэн,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Гэр шилжсэн.,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Гэр өөр тийшээ шилжин нүүсэн,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Гэрийн ойр ажилд орох,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Гэрийн ойр өөр цэцэрлэгт орох,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Гэрийн хаяг шилжсэн,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Гэрт ойрхон сургуульд,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Гэртэй ойрхон орох шалтгаанаар,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Гэртэйгээ ойртож ирсэн,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Гэртээ,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Гэртээ ойр ажилд орох,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Гэртээ ойртож,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Гэртээ ойртсон,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Гэртээ ойрхон ажиллах,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
15,Гэрээ дууссан,гэрээний хугацаа дууссан
15,Гэрээний хугацаа дууссан,гэрээний хугацаа дууссан
5,Гэрээр шилжиж ирсэн,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
15,Гэрээт хугацаа дууссан,гэрээний хугацаа дууссан
15,Гэрээтэй газраа очиж ажиллах,гэрээний хугацаа дууссан
9,Дархан -Уул аймагт шилжсэн,нутаг дотроо шилжин ажиллахаар болсон
9,Дархан Улиасхан цэцэрлэг рүү шилжсэн,нутаг дотроо шилжин ажиллахаар болсон
9,Дархан хот 5 дугаар сургууль байхад,нутаг дотроо шилжин ажиллахаар болсон
9,Дархан хот руу шилжсэн,нутаг дотроо шилжин ажиллахаар болсон
8,Дархан шилжсэн,хөдөө орон нутаг руу шилжин ажиллахаар болсон
8,Дархан-Уул аймагт шилжсэн,хөдөө орон нутаг руу шилжин ажиллахаар болсон
8,Дархан-Уул аймгийн Дархан сум руу гэрээрээ шилжсэн,хөдөө орон нутаг руу шилжин ажиллахаар болсон
12,Декрит,жирэмсний амралт
12,Декрит авсан,жирэмсний амралт
10,Декриттэй хүний оронд ажиллаж байсан,хүний оронд түр ажиллаж байсан
10,Декриттэй хүний оронд ажиллаж байсан учраас,хүний оронд түр ажиллаж байсан
10,Декриттэй хүний оронд ажиллаж байсан.,хүний оронд түр ажиллаж байсан
12,Дикрит авсан,жирэмсний амралт
10,Дикриттэй хүний оронд ажиллаж байсан,хүний оронд түр ажиллаж байсан
8,Дорноговь Их хэт сум руу шилжсэн.,хөдөө орон нутаг руу шилжин ажиллахаар болсон
8,Дорнод 10-р цэцэрлэгт орсон,хөдөө орон нутаг руу шилжин ажиллахаар болсон
8,Дорнод аймаг руу шилжсэн,хөдөө орон нутаг руу шилжин ажиллахаар болсон
8,Дорнод аймаг шилжсэн,хөдөө орон нутаг руу шилжин ажиллахаар болсон
8,Дорнод руу шилжсэн,хөдөө орон нутаг руу шилжин ажиллахаар болсон
8,Дорнод шилжсэн,хөдөө орон нутаг руу шилжин ажиллахаар болсон
8,Дугших ХХК-д орсон.,хөдөө орон нутаг руу шилжин ажиллахаар болсон
8,Дунд ангийн багшаар ажиллах,хөдөө орон нутаг руу шилжин ажиллахаар болсон
13,Дууны чиглэлээрээ ажиллахыг хүссэн,дэвшин ажиллахаар
13,Дэвшсэн,дэвшин ажиллахаар
8,Дэлхийн Зөн ОУБ-т ажилд орсон.,хөдөө орон нутаг руу шилжин ажиллахаар болсон
6,Дээд сургуульд орсон,мэргэжил дээшлүүлэхээр
6,Дээд сургуульд суралцах болсон,мэргэжил дээшлүүлэхээр
8,ЕБ-ын 4-р сургуульд ажилд орсон,хөдөө орон нутаг руу шилжин ажиллахаар болсон
8,ЕБС орсон,хөдөө орон нутаг руу шилжин ажиллахаар болсон
8,ЕБС-д ажиллах зорилгоор,хөдөө орон нутаг руу шилжин ажиллахаар болсон
8,ЕБС-д ажиллах чин хүсэл эрмэлзэлтэй.,хөдөө орон нутаг руу шилжин ажиллахаар болсон
8,ЕБС-д багшаар,хөдөө орон нутаг руу шилжин ажиллахаар болсон
8,ЕБС-д багшаар ажиллахаар,хөдөө орон нутаг руу шилжин ажиллахаар болсон
8,ЕБС-д шилжсэн,хөдөө орон нутаг руу шилжин ажиллахаар болсон
8,Ерөнхий боловсролын сургууль орсон,хөдөө орон нутаг руу шилжин ажиллахаар болсон
8,Ерөнхий боловсролын сургуульд ажиллахаар болсон,хөдөө орон нутаг руу шилжин ажиллахаар болсон
12,ЖА хүүхдээ асрах,жирэмсний амралт
12,ЖА чөлөөт эх,жирэмсний амралт
12,ЖИРЭМСНИЙ АМРАЛТ,жирэмсний амралт
8,Жаргалант ЕБС д шилжсэн,хөдөө орон нутаг руу шилжин ажиллахаар болсон
8,Жаргалант сумын ЕБС шилжин явсан.,хөдөө орон нутаг руу шилжин ажиллахаар болсон
0,Жилийн чөлөө,ажиллаж байгаа
0,Жилийн чөлөө авч түр  чөлөөлөгдсөн,ажиллаж байгаа
12,Жирмсэн,жирэмсний амралт
11,Жирмэсний амралт дуусад өөрийн хүсэлтээр,өөрийн хүсэлтээр
10,Жирэмжсний амралттай хүний оронд ажилласан.тушаал №24,хүний оронд түр ажиллаж байсан
12,Жирэмжсэн чөлөө авсан,жирэмсний амралт
